,asin,overall,reviewerID,reviewText,summary,ReviewTag
14808,B00006XXGO,2.0,A12ME1Y8L1LUVV,The size was for men and was not stated. I had to return the shoes for that purpose only. I did receive a prompt refund but the postage added up to be close to the price of the shoe.,Too large,Negative
8534,B00006XXGO,2.0,A2PM5TKW642UHI,The right shoe has some very rough stitching on the inside which rubs against my pinky toe. Very painful after just an hour wearing them. These aren't the same quality as they used to be. Disappointed.,Uncomfortable,Negative
28955,B00008IQ74,2.0,A2J444NIFVF00Z,"Fit was smaller than expected. The feel wasn't bad, they did feel supportive, but immediately developed a run within seconds of putting them on. I wouldn't get them again because of the poor quality. (I have owned others that felt delicate but were not so easily ruined with barely a touch.","The feel wasn't bad, they did feel supportive",Negative
25627,B0000891KM,1.0,A2I61JJE1EGA0S,Ripped within 1 hour of wearing them. Didn't even notice snagging them and then all of a sudden there was a huge tear all the way up the leg.,Ripped within 1 hour of wearing them. Didn't even ...,Negative
1480,7709260373,1.0,A25D2HEW6I353Z,I ordered a 10 for my son. Way to small. Looks like toddler size. Sent back.,Looks like toddler size,Negative
20038,B0000865JR,2.0,AR5VRPHQDPEI3,These run small. I followed the fitting chart and bought what I thought would be my size. I wish I would've gotten one maybe two sizes up.,Run small,Negative
25749,B0000891IO,1.0,A3OB1OYZ27G1,"nylons were old I think, had a bunch of tear lines in them",One Star,Negative
8339,B00006XXGO,1.0,A1VU4FTPM36VE7,Had to send it back.  They looked like clown shoes on my husband!,They looked like clown shoes on my husband,Negative
24917,B0000891KM,1.0,ASSH1QDOL7I6C,Full of runs after one wearing.,One Star,Negative
17059,B00006XXGO,1.0,A3JN3T9EUI5O5J,"I ordered the wrong size, because the (M) next to the size is very distracting. Then I was told they didn't have the color I needed in the wrong size, and got sent a color I didn't want in the wrong size. When I got them I realized it was my fault for picking the wrong size, but they shouldn't of sent me the wrong color. I then returned, after talking to customer service and they said they had my size, and I just got an email saying they didn't and are now ""refunding me"". I still haven't gotten the refund and its been about a month since I ordered them. VERY unsatisfactory. Do not recommend this company.",Misleading,Negative
1156,5120053017,2.0,AIYHQ9EDVV8CP,The tops were way too tight for my wife. There was 0 give/stretch.,Two Stars,Negative
28660,B00008IQ74,1.0,A3MMVM0GLWJ6KH,"Too small on top and too big in lower leg, the exact opposite of what a support stocking is supposed to be.  I chose the proper size according to the chart but obviously the ""average"" woman is skinny through the belly and fat in the legs.  Also the stockings have a very strong mildew smell, I washed them twice but can't get rid of the smell.  I sure wasted my money.",I sure wasted my money,Negative
14802,B00006XXGO,2.0,A1PRQSE0M34IN2,The size ten fits like eleven.,Two Stars,Negative
6147,B0000696B9,2.0,A20AF91MJ06K7O,"Way to small, ordered a size bigger than should've needed.  Couldn't even try on.  Typical costume fabric.",Typical costume,Negative
21435,B0000865II,2.0,A2BJKB56UFXERR,"The legs shredded into massive runs at the slightest stretch when I was trying them on for the first time.

By mistake I ordered a size that was one size too small for me which is why I'm not giving them only one star.  Even so, they still shouldn't have been so fragile.  I was not prepared for them to be so soft and delicate in nature.

I won't order the larger size because I can't guarantee they won't behave the same way...I prefer sturdier hosiery...",Never Got to Wear These,Negative
25751,B0000891IO,1.0,A366E3MYFOC8YH,"They ripped immediately when I put them on :( disappointed in this purchase, I don't recommend.",Ripped immediately,Negative
17062,B00006XXGO,1.0,A19EKWQXNU7QBV,"Looks great, hard to wear for extended periods of time.  Purchased on the recommendation of relatives, who seem to love them.","Not very supportive of my feet, arches and ankles",Negative
1154,5120053017,2.0,A1L5Y9YX79D47X,didnt fit as i expected,Two Stars,Negative
1157,5120053017,1.0,A2SPUKOGCVLZCB,"Purchased the large for my girlfriend, she is 5'6"" and 140~150 pounds yet the large was extremely small. She couldn't even fit them up her legs, which are pretty thin for her size. This product is very inconsistent, I would not recommend it no matter how appealing.","Pictures Are Promising, But Doesn't Deliver",Negative
21597,B0000862R1,1.0,A3LBWOWTGP8N7X,Too small so I returned it. Wouldn't have worked anyway as I needed to add fiberfill breast pads,One Star,Negative
19467,B00007GDAL,1.0,A3IP2CILX99ABQ,The card slots in the wallet are too tight.  You have to force the cards into the slots and then they are almost impossible to get out.  I used the wallet less than a month and the sides were already tearing away.  I've gone back to by old wallet.,Tears easily,Negative
12226,B00006XXGO,2.0,A3HZF2M87ZEZCR,Sizes are completely off compared to in stores,Two Stars,Negative
9947,B00006XXGO,1.0,A3U11UX5Q74LE2,size are too big.,not good.,Negative
19469,B00007GDAL,2.0,A2DID7RAFJ1XBK,"I carry a medium sized handbag and this wallet was large and bulky. If you love big purses buy it, it's roomy and the large size makes it easy to find. If you are like me and appreciate a mid-sized bag pass this choice up.",Didn't like it,Negative
28684,B00008ID0J,2.0,A2Q3ALYNTPYCHC,strange fit...fabric seemed a bit inferior.  Not sure if it was the brand or just the size.  would not repurchase.,jockey underwear elance brief,Negative
28683,B00008ID0J,2.0,A1NJ0YN28FGV0W,It is not comfortable and I won't buy again. Somewhere is too big.  Those don't fit me well at all.,I don't like it,Negative
14821,B00006XXGO,2.0,A166TFVJZLNK2,normally wear a 7.5 and the size 7 was too large for me.,normally wear a 7. 5 and the size 7 ...,Negative
1170,5120053017,2.0,A349MXYOIOOBEJ,"Too small and I'm not a big woman, 5'6 and 155 pounds, and I couldn't get these joints up past my thighs...",Too small,Negative
25739,B0000891KM,1.0,A3M96SYRP5EISQ,The quality of the product is too bad.,One Star,Negative
28680,B00008IQ74,2.0,A3FS9ZGJAG07JX,"These panty hose run on the small side. I'm 5'2"" and within an hour of wearing them the crouch was almost down to my knees. I had to take them off and dump them. I even sized up because of the spandex .",Not made like they use to be,Negative
1169,5120053017,1.0,A1R54Q539NUUOC,"Could not fit it on and Im a size 4.
Just not good.",Just not good.,Negative
1163,5120053017,1.0,A17HN3EG15C0R9,"I bought these for a special occasion.  I am 62 inches and most certainly under 200 lbs, ordered Large, and I could barely pull one leg of these tights onto my lower calf! Charming long gloves more like! It was ridiculous!  I fortunately had a previous pair by another brand in my stockings drawer.  For $20 you are better off buying good silky nylons and cutting out your own holes!  I assumed I could not Return them (very much unworn).  I just tried prior to writing Review, and see I let too much time laps though I don't a Return would have been possible.  Sorry I do not recall the name brand of the pair I had and SAVED my outfit.  They were much better quality and clearly sized correctly at purchase.",Do NOT buy these!,Negative
1168,5120053017,2.0,A2CHYOI6E9RYNH,"Size is pretty spot on. Was very soft and sexy. Thought it was perfect the day I tried it on, but on my anniversary they were ripped and had holes as soon as I pulled them up, my fiance and I joked about it but still wish they didn't tear so easy. I wear stockings/ nylons alot so I know how to put them on. These were very sexy but ripped quick. :-(",Sexy but ripped way too easy,Negative
8532,B00006XXGO,1.0,AXULCBKHMKYAD,To big not even close to the right size,One Star,Negative
28679,B00008IQ74,1.0,A1XCK5UY9ENBOV,"The colors shown are not true.  I ordered the barely black and when they came in, they were gray!!",TERRILBE,Negative
15050,B00006XXGO,1.0,A11C8BBFV4BF57,The box showed 6.5 in size. The shoes inside were 4.5. Fortunately they were the correct size for my 12 old daughter so they were not returned. were what was expected. I was hoping my daughter would have picked a higher quality shoe but that is the price of fashion i suppose.,Fortunately they were the correct size for my 12 old ...,Negative
1164,5120053017,1.0,A12LDCHU5CFJHM,"5'6, 115 lbs & it was waay too small and very tight ;(",One Star,Negative
25740,B0000891KM,1.0,A1IXI49TIB0LIH,"Ordered Size C which was the largest available on Amazon at the time, I am 5-7 and 160 lbs.  These were waaaayyyy too small!  I tried to put them on and they tore as i pulled them up my leg.  Absolutely terrible product.  Also, they have the different colored, reinforced butt, hip area.  This was an issue for me cuase i intended to wear these under a halloween costume that was quite short.  These were a complete waste of money.

If you want a pair of nude tights that are durable, soft, comfortable, offer a bit more coverage, and are a uniform color then look into getting the Danskin Microfiber footed tights.  I got light toast and they are a great color for my light skin tone.  They are much better quality and will last much longer!  I ordered a size D in the Danskin tights and they are perfect.  They are more expensive than the hances pantyhose, but trust me!  It is worth the extra money!",Terrible product.  Not durable at all.  I doubt they would have ever made it through a full days wear.,Negative
23061,B0000868IP,2.0,AWNNI7CVN6BIY,"I am having a real hard time making up my mind to return this..... everything is expected such as the size and cup however ... I DO NOT LIKE THE POINTY LOOK :/ I may throw on a fitted tank top to smooth the shape .. if not, then i have to return this bra .. such a hassle",I DO NOT LIKE THE POINTY LOOK,Negative
28676,B00008IQ74,2.0,A246IZVBFBKTQM,"Way too small, although it's my usual size and according to the size chart should fit.",Size seems incorrect,Negative
25741,B0000891KM,2.0,A3SAQPFMGH6GES,Came with runs already in it. Other than that you can tell they're thin and delicate.,not happy,Negative
8342,B00006XXGO,1.0,A294B5LF925HLA,2 sizes to big and different style then the picture. Very disappointed,Very disappointed,Negative
28950,B00008IM8Q,1.0,A3C51IV26JZAUE,I really loved this watch but after this short a time it has quit keeping time.  I even went to a local jeweler amd had them put in a new battery which cost me $10 and it still won't keep time.,I really loved this watch but after this short a time it ...,Negative
25752,B0000891IO,2.0,ATOZJDBX81ERI,"I ordered a pair of these in Jet, and they get two stars only for being cute and pretty much as pictured. However, they fit very small. I am 5'2'' and 110 lbs and according to the size chart I should be a size A/B, but when I got them they were very difficult to put on. They were very thin and tight, so it was hard to adjust them and get them up my legs (it was a very delicate process), and when I did get them how I wanted them, they began to develop runs and tears almost immediately. I didn't even get a chance to get out of the house before there was a hole in the thigh area, and I don't have very large legs. All it took was a little walking around and bending to put on shoes. Overall I was very disappointed with them, and if you order them maybe try going  a size up from what is recommended on the size chart to avoid wasting money on something you won't be able to wear.",Tight and Flimsy,Negative
8328,B00006XXGO,1.0,A1X9E0559RS3SV,"I only got one shoe.  Correct size though (mens size).  But it came with scuffs, which shows up on white rubber.",I only got one shoe. Correct size though (mens ...,Negative
